customer_id,became_member_on,gender,age,income,member_Year,member_Month,member_Date
747a2170abe34708aefe3c6de2b96241,20151028,,118,,2015,10,28
d60b6ba27b854d82a66e92c81cc776ef,20180214,,118,,2018,02,14
459b2f93d34d46c9aa44614ec2ad27f5,20160623,,118,,2016,06,23
ebc85038459d4aa59ba91d0a884e494b,20170903,,118,,2017,09,03
7f162ea908464199a7c80d2573c532a9,20170328,,118,,2017,03,28
18b8be9637384abe9d13e30a8e00c33d,20180218,,118,,2018,02,18
ca85d857e3804e97a4aaf4bd64c75237,20150816,,118,,2015,08,16
989e7b86a4f54af1b550970806313851,20170205,,118,,2017,02,05
f9aacdb4fa954446a6f1ea22ecd7b961,20150930,,118,,2015,09,30
9de54389816342449e445db1d75d341d,20180422,,118,,2018,04,22
683d4ab8958245f28bad581931ef14cb,20170731,,118,,2017,07,31
3d63a807a77c4a5686a7515f65bb86a6,20170501,,118,,2017,05,01
98b42c921d7c4b51b74959396f40b05a,20171219,,118,,2017,12,19
06b1031271174d8596c1996478f07ede,20150809,,118,,2015,08,09
30157b7fc37f43f2ae7ccd9edfe0b672,20180722,,118,,2018,07,22
6878e89f853c4691b765ae71386dbe09,20170902,,118,,2017,09,02
fe4ce71deebb41efa852e9107c80870e,20150729,,118,,2015,07,29
82a588087e444bac93828ba40fafdd56,20180607,,118,,2018,06,07
2afcff4b5f4c42fc98b0280a0c8febc9,20160605,,118,,2016,06,05
6014a8e264474a45a265cbd96aded6f8,20160922,,118,,2016,09,22
7ca349e55ff544c7a13addfdea2e2c06,20170828,,118,,2017,08,28
44714042b21e44e4ac10754bbdda8347,20150928,,118,,2015,09,28
25b4b4120a1a4cb6b7c6bc929a419ba6,20170415,,118,,2017,04,15
59a12422f837467894ff33fafbc01d70,20150823,,118,,2015,08,23
149f67791ca9431bb9c27f9f59a4435a,20151210,,118,,2015,12,10
ecd3d9913d5b48d2bd60aa7f73fee1cc,20161008,,118,,2016,10,08
df6fd073309e42ecb1ab53d3daa6e13b,20160429,,118,,2016,04,29
e15b25ab55b1440caab573be8e8c5afc,20160802,,118,,2016,08,02
57dd6c2aaa1b45c88fabf6f52a38829a,20160305,,118,,2016,03,05
d04b09c1ae754602aa52f3edad0660e2,20180203,,118,,2018,02,03
2fc58eaff9bb4ee59d04021408f62d77,20160607,,118,,2016,06,07
fcaccfeda18b4ac08d5a25b64b4368f2,20160824,,118,,2016,08,24
7cca188abff447d0ae07fa3e8a8f1dda,20180331,,118,,2018,03,31
a6eee494b513443099e657f362abcdec,20180326,,118,,2018,03,26
fe083566dce34c52a6e9d8cfd87239e4,20180615,,118,,2018,06,15
c86980b5d65a429795dd59535136a347,20170329,,118,,2017,03,29
7ac04804f4a543038f7bd69135938189,20160320,,118,,2016,03,20
e199fdec031441fb9f1295eb7952be69,20161025,,118,,2016,10,25
6181f119c4ef43ed8eccf9af10ec2121,20160227,,118,,2016,02,27
66e04cebe10343a9b26dd1aaf909a601,20170811,,118,,2017,08,11
bc79e215f22743698d0ff7c97a4c3f0c,20180709,,118,,2018,07,09
4d573916e3614e7c99b3ba26440efe40,20150822,,118,,2015,08,22
b3012ef6a5e440799b1f08f4f5ed44b3,20170928,,118,,2017,09,28
ed46fca6de7042478b411690878dc069,20180405,,118,,2018,04,05
b5ba5b2d5664459db99cb011875a4a1c,20170708,,118,,2017,07,08
b5a4426b80024f66b21770f8c99b0563,20160109,,118,,2016,01,09
95b95235974640cbba424d0b3e3a1f30,20170920,,118,,2017,09,20
45917f374e59414b83ae797d61239117,20170831,,118,,2017,08,31
a7f70061149649d0a0d43d5a507f7822,20160903,,118,,2016,09,03
6415384bba874cc283c88ba830b441cd,20180505,,118,,2018,05,05
1613a53bee9140d1af95ef481a08c372,20160229,,118,,2016,02,29
218ca70819f7456eb87f6457628bef29,20170527,,118,,2017,05,27
cc1891e307dd48f49bdb894ede98f8a6,20170806,,118,,2017,08,06
0d799e1906ff4387bfc3cfab8600ff4e,20180417,,118,,2018,04,17
69a2ee5872384fb6a0bf2d63a5db9574,20171220,,118,,2017,12,20
c039e4d31d48483bb1f67730baffe92c,20171208,,118,,2017,12,08
dbd45a5848b04bfcb72db4e5f51e8069,20171113,,118,,2017,11,13
de3f4ed5cb4a489db3326317a09cb068,20161222,,118,,2016,12,22
312b2643dbd24597b1a9c45a84a29527,20150829,,118,,2015,08,29
0d219e744675450583b6981e39306587,20160603,,118,,2016,06,03
3909e7107fb7499ba95e0f2882f6b12d,20171221,,118,,2017,12,21
c4e955dccd834bc9897954176f0e9622,20170409,,118,,2017,04,09
bbb006e2e4524989adb8838954fb96d2,20170214,,118,,2017,02,14
b93ca45ff1c14f5cacad3c011e1e7fe3,20150914,,118,,2015,09,14
cb6f79f5cba444099bc59dd466551ff3,20151105,,118,,2015,11,05
c081384f13c441d38583a0f9fa0f3c25,20170905,,118,,2017,09,05
c1da72caf3c34c359429b217456cf2eb,20160306,,118,,2016,03,06
3cc93a4270c347ff8588a7d8a8ea6553,20151209,,118,,2015,12,09
bad805c0568d49ae9bf2f046b6ea2be0,20171209,,118,,2017,12,09
dfac83ff61aa420e827d39ad0985cb62,20161030,,118,,2016,10,30
2d159d2ab57e44bbaec3ba7b31c13f7c,20151217,,118,,2015,12,17
9f80078fe2a04c74a91bacf3ed9ae8f9,20171016,,118,,2017,10,16
8d91f3193485407383ab8aefb1aaf830,20170812,,118,,2017,08,12
d5693531c45e49bda3af20db740101af,20171025,,118,,2017,10,25
f164f2cddf3b4101aaac8115d65e5041,20160712,,118,,2016,07,12
eaf82df1ddce4a1e87dbd946ffbf4a39,20180123,,118,,2018,01,23
87f1b04d4a4340f9acb453c3203c1793,20180709,,118,,2018,07,09
ab37a7049b4747e1840cfcc298aca0a4,20170510,,118,,2017,05,10
cc642120eeac4659a9451fe7e869a046,20151124,,118,,2015,11,24
6ee88043c07c4915884403656e054886,20150813,,118,,2015,08,13
77761cb48d174951b3fbab5f9053f3a1,20151129,,118,,2015,11,29
761427dca791440990011584f930078d,20161112,,118,,2016,11,12
5a609dc56d1c4f6d848040b23ca6c806,20180111,,118,,2018,01,11
44b02bac48694f92aa88cc04e597f6f0,20180502,,118,,2018,05,02
543df9ba7ffd41e3a806ad6388e1673e,20170319,,118,,2017,03,19
ece8acca69974af1a4c6d3a1c7a51811,20170706,,118,,2017,07,06
d8c37aab56804696abd5a8f908fce779,20171216,,118,,2017,12,16
bc62f4b408144010914d5755f1d17bdf,20180623,,118,,2018,06,23
d5d0c3591e6d452f896b82442bfd1f3c,20160413,,118,,2016,04,13
72538ce73a084aa8ae863c2d0ceffeeb,20180114,,118,,2018,01,14
f5469a1a88bf4e62a6d5ce4f36bfe1b7,20150911,,118,,2015,09,11
27eb22b701af40ac9ed610c10718fc1a,20140329,,118,,2014,03,29
91a69d5cba394b1b8206daef3d95514c,20171128,,118,,2017,11,28
1b30646b85f5460eb255457678e02211,20170327,,118,,2017,03,27
0485b8cb0bfc4d938895bbd6d8cbd7df,20180325,,118,,2018,03,25
087339125d104a39bdf4e6e18be64ece,20170906,,118,,2017,09,06
f0cfff24201745f79321abb1101ebef2,20161002,,118,,2016,10,02
56d8d9f4035c4e6aa14f39abaec82571,20170531,,118,,2017,05,31
21a6d6b94e394809a1cc66513b60ecc7,20170904,,118,,2017,09,04
6794b7bff3864634bae703a17eaece14,20150905,,118,,2015,09,05
a3bd3fe98b46473da7e01edb9aa17cef,20171128,,118,,2017,11,28
fe4b84c6bd5d4c6098f6299220965440,20171029,,118,,2017,10,29
8e8c022a3b034c139b5f34f5dfa0fbad,20171101,,118,,2017,11,01
8ceafd5b09354f0285e47d410b258b91,20160224,,118,,2016,02,24
098d124614df4e4b862d678160b98638,20160101,,118,,2016,01,01
89db13f87ed64047b4242a5836d3db42,20170926,,118,,2017,09,26
d558b038136e4474a94ac2bb0a67efc9,20151126,,118,,2015,11,26
cbecec5803434d63bce1e4c451d4b2d7,20170420,,118,,2017,04,20
28c0952297a3447f9a067d65469270b3,20180203,,118,,2018,02,03
bf5e5a7d926e4cbfb2da22f8f7d5c18c,20170717,,118,,2017,07,17
62bacb593a434f0d96b814075418e983,20170810,,118,,2017,08,10
08a06986ff2d45079b0b8a9322a570bf,20180215,,118,,2018,02,15
bd2ede5a3d4147118a6e72bf7d134153,20170901,,118,,2017,09,01
834d166621774353815b037a1d1fcadd,20170727,,118,,2017,07,27
5b795cd47abb4c11b16d9a63100eecb3,20160317,,118,,2016,03,17
d8fc164eb048450797d598b391c09ffa,20170413,,118,,2017,04,13
48e69836abe64357b92e8f0d314cbe46,20160710,,118,,2016,07,10
2e51a42242954c69acf329eec82b849d,20171012,,118,,2017,10,12
d3f998b289524c48862d1ed0cd3f7fb6,20160610,,118,,2016,06,10
a16e3e6a77ee4f359409f8f19d2b8d2c,20180520,,118,,2018,05,20
7b5e5ed968fe4cdfac14223e3ee4b8de,20150516,,118,,2015,05,16
6c0bf1e9a354447689cac11e0e239ea0,20171128,,118,,2017,11,28
9721f24798b04dd18723e4504512cbb6,20150813,,118,,2015,08,13
eb3ada86b4e3441b94d53427aa0d9eed,20180413,,118,,2018,04,13
881f7a5d11bf424cb8535fafe54da6e2,20180718,,118,,2018,07,18
409e23b7a2dd4359a79303fe3898d9a9,20180613,,118,,2018,06,13
3902e17a5bd44044934cf38fd11ec014,20160306,,118,,2016,03,06
3f8b8ce1768d427588f442776e989b1e,20150812,,118,,2015,08,12
b30b3c2959494bed9f12faf317975380,20170828,,118,,2017,08,28
c8ecfc8685bd4cbc89f5a0e67c05ed2d,20170225,,118,,2017,02,25
bea39bf06adf4610b588deaba0bd791c,20170731,,118,,2017,07,31
94613cfbdf45424d94e232e56e64d592,20170308,,118,,2017,03,08
9b3a49d67c9042c19109e55553706dff,20161229,,118,,2016,12,29
7bd5b229cf21400e90c42f2d7976ffa4,20170829,,118,,2017,08,29
7e0b1114c08546b8b52e0980189ce292,20151231,,118,,2015,12,31
75afb8d248164d62b326d4b1cc13303c,20180726,,118,,2018,07,26
f9e5aa24beea48498e4ec7c1a2cce240,20160622,,118,,2016,06,22
aaa997c6872b44b4a82a21d998c087c8,20170803,,118,,2017,08,03
496cca27500b46c09957bd056ef743fb,20180223,,118,,2018,02,23
2520b80ef6024377adb7d8fb5691160e,20170506,,118,,2017,05,06
f47de7e07e1149429d604937326ae500,20171117,,118,,2017,11,17
0cbb7a6f90b94efd801ed46d95a22c9d,20171109,,118,,2017,11,09
3d3e9cf3fd384c99890a5711ab998816,20180321,,118,,2018,03,21
603f3605295449339d3697415ca7be49,20180107,,118,,2018,01,07
55289282866847c681072561a2cd5474,20170103,,118,,2017,01,03
0903e02ddbb7438f8de18081d1595a34,20180123,,118,,2018,01,23
984ec7ad847d484d93d47a261f759168,20150815,,118,,2015,08,15
b90fff218dad4f849c4fff20b4112c01,20180208,,118,,2018,02,08
31f6a03cc7c642ee8b074adca55f46be,20161214,,118,,2016,12,14
9527afee9814451ab8d079fdc927b514,20170926,,118,,2017,09,26
f62c30d272514551b02d14486210a0b3,20160203,,118,,2016,02,03
9c764c3665654ddc8897ba0c67ad92b5,20160731,,118,,2016,07,31
d178974f82af496a9f93c675d58ce27d,20180617,,118,,2018,06,17
2c71bfd6c1f54aea912d02e44c3f7617,20170628,,118,,2017,06,28
cf816a51eba94005985fa27fa7f0fe44,20180221,,118,,2018,02,21
b23a9899a5674d2a8ebb29f79ab15544,20170330,,118,,2017,03,30
dc604edf1ed944c38d9d007a30fc28b5,20180609,,118,,2018,06,09
9707abc5b1704e9c9b0eba14be1e0aa5,20180628,,118,,2018,06,28
401540c42ab34de1b873b34bf46e9149,20150905,,118,,2015,09,05
f4f6fa9f813640baab5fa4e66c3b6707,20160816,,118,,2016,08,16
5d37023bf1e84b39953a2d6ec2670708,20150806,,118,,2015,08,06
2e868c31f1bf4085a44b868a75ddda77,20170923,,118,,2017,09,23
13ecf35c6ec649db93b66c311b7e75ba,20171119,,118,,2017,11,19
7266ae3ba556431295c89e6ad3add995,20180213,,118,,2018,02,13
3c115476638f4763a6393add7266e1bf,20180522,,118,,2018,05,22
df1f60e8aa4c42ad99854c179ab4ff71,20171217,,118,,2017,12,17
ee0089665b36416899b946ba07de9457,20160522,,118,,2016,05,22
dc307ad4b2994fb08b69af09ebef53dd,20160628,,118,,2016,06,28
dd2b1fc955274b558f004a1540baaed1,20180527,,118,,2018,05,27
304ff67061484ca6a8823a0313ac8fc5,20171107,,118,,2017,11,07
cd386c25a09d40ee99b155cf24357c8f,20160815,,118,,2016,08,15
212a2120b14d4ed88a10d2524c715b28,20160225,,118,,2016,02,25
120dee561e744f748747331688866adf,20180623,,118,,2018,06,23
ab085dfb81654d2aa6f173e1dd662d59,20170914,,118,,2017,09,14
e0f1ca131f4b40a7a5f232b11efa4aea,20170127,,118,,2017,01,27
703f473f85a64efcb5414f3f183835e6,20180512,,118,,2018,05,12
c02340ed0fb4448b9a651f643fddac95,20180414,,118,,2018,04,14
8fecf802b2d44d15afa079e46ce207c5,20160724,,118,,2016,07,24
4c3ced252b9b4d45bc216b8264021791,20160101,,118,,2016,01,01
03c7b0b202294fbe8edbd73b0b499fac,20170305,,118,,2017,03,05
59d3df1373c94ad2aeeb41be729959fb,20170806,,118,,2017,08,06
408574b846484c9f97f458b678a01a0e,20151207,,118,,2015,12,07
e96ce7cd685344ca9335f6f9464050f5,20180502,,118,,2018,05,02
fc89955c8b494533bad2ddf5ba2fb43f,20170728,,118,,2017,07,28
e42344cbd2fc4d83b924ebef3d7972eb,20160722,,118,,2016,07,22
6a9abef5db1849248245c6c2f23deef5,20160321,,118,,2016,03,21
0bb1b63ae72141ceaa722b966df2d6d2,20160513,,118,,2016,05,13
b15c6c3ab13f4994a1d602e1188b4fd7,20170722,,118,,2017,07,22
8ff5631582df4e07a0df6d4c59c86000,20171110,,118,,2017,11,10
d5299e0003e44a11858e28bc4fd86d0c,20160214,,118,,2016,02,14
8106a980e679458d95261d5568f59f4d,20160217,,118,,2016,02,17
9e1b77408fdb414bb6d36a1aa04567e8,20161030,,118,,2016,10,30
8652c3edf3e84c70b635dbdd4cddd397,20180501,,118,,2018,05,01
6cd7e548e2a04429bf4e248e045b4f4d,20180113,,118,,2018,01,13
41aaf597e9524875a1cdf4a2d9adfe00,20170608,,118,,2017,06,08
56468e5325c641ae8beecd36f228b690,20160520,,118,,2016,05,20
7bc2214e63aa472cbb0a23d4e6877298,20171204,,118,,2017,12,04
fb531e0001874b2e9d55076aafb40c4a,20171126,,118,,2017,11,26
3762c69237414fd49960363371a47c5b,20180101,,118,,2018,01,01
87244fc214644f6584944d8180991601,20150909,,118,,2015,09,09
3673655033ee4bf782a1440da5617064,20180210,,118,,2018,02,10
5586f134881d439f9223201f3a1ce9a7,20141028,,118,,2014,10,28
02a00d256444415da8460cd2a3457ea7,20151206,,118,,2015,12,06
88247de5c0b441d39e45cec0f89c81b6,20180202,,118,,2018,02,02
5aa2cd5e17c540ada955ba41c117ad74,20170701,,118,,2017,07,01
41f61457312a4186a7c3160e66f013e5,20170627,,118,,2017,06,27
a733eb13c7b8458697dd1f113e66d795,20170628,,118,,2017,06,28
70712affff0d4f3891bc0d2c58d7698c,20160330,,118,,2016,03,30
5356198b00864b79942f118cb54fd5a7,20131115,,118,,2013,11,15
79fab69fded44704b5a3ccbb9ce8a322,20171008,,118,,2017,10,08
0e5a036dfa3e4b2b89672b2e008086b7,20180605,,118,,2018,06,05
6c40d0aacba44dec9f473c8e4f220936,20160131,,118,,2016,01,31
7567420e270145bda103f22a7c15efa3,20160402,,118,,2016,04,02
3a3eee35ef4e47f5be2e47c620b15810,20171127,,118,,2017,11,27
fe27f786458b481383a4ca6dbf5a83a5,20171113,,118,,2017,11,13
a0a8652d003f47d08ce7068066d18eab,20161128,,118,,2016,11,28
750d116772de4b6e8683ae05f591e385,20161101,,118,,2016,11,01
123ac69b408044deafb64369fcc85a67,20180630,,118,,2018,06,30
4a6b6b268e7b4c6ebf96bc92cd67cf0f,20180502,,118,,2018,05,02
fa23afe7a35b4cc3b241029d98452c24,20170930,,118,,2017,09,30
f168dfeb0f904c369419f5927e15bb0e,20151221,,118,,2015,12,21
6e92b54c462347d399b202640f460f6f,20180411,,118,,2018,04,11
5d8b0c1eb8fc4ca3bfcb84922c0b25b3,20161027,,118,,2016,10,27
7e855376e2174402bcf964468f4a71c1,20130924,,118,,2013,09,24
208ee0fcd764461c8cd493c68a72bd81,20170913,,118,,2017,09,13
43fad197697347f88bd70d89421b5030,20180411,,118,,2018,04,11
d018a8a3bef243b1b37414073ef5e74a,20160703,,118,,2016,07,03
09b7c854b70f495d883b9004d83d0137,20170727,,118,,2017,07,27
2b8f9526aeda47eb8210ba7be559106c,20180707,,118,,2018,07,07
91659a8581b3422480a27aff43e9ba45,20180318,,118,,2018,03,18
530a3bab3e7e490192193bef66e0fa57,20171207,,118,,2017,12,07
c8616f2d495c412c95dd5bd646553624,20171017,,118,,2017,10,17
2c4fbcf0ef95498f923f7c7424dc4839,20170331,,118,,2017,03,31
0fa15afeba8742808fac651d0611a018,20180303,,118,,2018,03,03
6b156ccb18904aacad8cf8328f681101,20161212,,118,,2016,12,12
e93fb1a740ef4f6fa8f98d7c82492ad0,20170721,,118,,2017,07,21
020354b1aea342cbaa018993f68fba68,20170910,,118,,2017,09,10
e5fec103d6ab473998b14851f448cbf5,20160302,,118,,2016,03,02
35ede829c96b4fbe896ac31d92521d47,20170219,,118,,2017,02,19
c8b4d93c75bd40798a05a0b8cfae73fa,20180602,,118,,2018,06,02
104cbbfdad2848a697b4632d871acc3c,20140608,,118,,2014,06,08
220d2909c34244d095d72ec3dc4926a2,20171116,,118,,2017,11,16
998361929c1d48bbb39bbc9f877c44b2,20180211,,118,,2018,02,11
8f603ca13a9740dd9d6cc553166b5a2b,20170820,,118,,2017,08,20
81f93887a5404d19b46fa8e83494851f,20171210,,118,,2017,12,10
e304dfcda07a43f694d3790607b4659d,20160616,,118,,2016,06,16
86d1c0779345461fb1f5811627c93b3e,20160311,,118,,2016,03,11
dde32d858ed647309b49a602c5dc0435,20171104,,118,,2017,11,04
2ed795282792477091388a62bcdfd4ad,20160222,,118,,2016,02,22
06ef15a17adf4d7189287d691d3965e4,20171123,,118,,2017,11,23
c69c472adbaa425aa5cfd727f4978ea1,20170606,,118,,2017,06,06
842080dc78d846858b4a40c3000529cc,20151002,,118,,2015,10,02
86b6a45fc49d443ba50c4e887c3d2610,20170705,,118,,2017,07,05
8ab2f916aa2a4d6898dbb2a458c89488,20170702,,118,,2017,07,02
110ed1f7717947f49601171c5954a78d,20180626,,118,,2018,06,26
032aaa79b15e4103a9e91a786d416734,20170130,,118,,2017,01,30
390d897a08e94263bc968889972bb65c,20170804,,118,,2017,08,04
8e269f4308474449b814df285c4de66d,20161120,,118,,2016,11,20
484bf924471342f38b859547b0917448,20171107,,118,,2017,11,07
18b4fdca88b347aa8a7d8ffec773eaeb,20171110,,118,,2017,11,10
27c403350609417a8daf0be3125174a3,20170828,,118,,2017,08,28
290cdbe5173940758a689238b72f80b0,20170825,,118,,2017,08,25
e28384727cc043a0a813262bcca0370b,20180606,,118,,2018,06,06
4806e4b0352b40b7ac0bcb8163875194,20160220,,118,,2016,02,20
ccfd44eac85a466abbd7881b302b68ea,20160727,,118,,2016,07,27
fcaddab0e0484a4e9912113ae57f94ca,20161014,,118,,2016,10,14
331f88bc7b5042ec9a4c90bb8e516cb5,20170731,,118,,2017,07,31
1971866be459439aa62669bd4d56f394,20171106,,118,,2017,11,06
b784713fea5f44f794f87259662eb766,20170422,,118,,2017,04,22
eefff7e6ce0344c2a85ab5dd21db8399,20160910,,118,,2016,09,10
bcd790a08f8f4eecac9cd3713189acf8,20150809,,118,,2015,08,09
2c8b37d63ff64691b7759120eba028e4,20161222,,118,,2016,12,22
923afabe892840a4a909b00a3114a290,20180129,,118,,2018,01,29
1bfed1986f2e4551962088417ac886d5,20171005,,118,,2017,10,05
439b5d9ddd9946e68c6f6b6ad197e710,20180628,,118,,2018,06,28
c029ebbd5e584674bceec4413373dc20,20171108,,118,,2017,11,08
ea5f76f81dc8488a955172fb91d06bca,20170123,,118,,2017,01,23
bf4a0a21b0b64c869a573f6a4e91de18,20160307,,118,,2016,03,07
54cd90763b0a49cda2b145a911890174,20180222,,118,,2018,02,22
a665c305ca944b12a2e3a6f352de7a96,20180204,,118,,2018,02,04
f0aba2cbde6042bf8b46ed5478aa724b,20170115,,118,,2017,01,15
9d51382187a24b249a2bf1bf659188c9,20180317,,118,,2018,03,17
a85bfafef1214b86a1ecb57fca38f0ae,20180325,,118,,2018,03,25
94a67c2fb1b647ee93f6f147a100e9b3,20170312,,118,,2017,03,12
de1805d4829043babe77b08fcbe3785e,20170815,,118,,2017,08,15
c3b1e510416f4300ac8f09d058111889,20170529,,118,,2017,05,29
60038831ac7b4638ae031f61c61486a2,20171113,,118,,2017,11,13
6683f9a3e9344658ba4d8776410086e6,20170220,,118,,2017,02,20
fd10d3f58b1b4ecb914ed677e06a4e51,20171014,,118,,2017,10,14
1f95b63330504bcca452f946a265461e,20170104,,118,,2017,01,04
3f7ac208f7e844cab207ceb8e42177ba,20180508,,118,,2018,05,08
ed1418961ec34a12bed2a53bb712b58d,20180124,,118,,2018,01,24
f21dc202f8084b96a2cbaf006a35e187,20170926,,118,,2017,09,26
efdba8d2ce644cbf8914762303489a48,20180310,,118,,2018,03,10
7e000dcb51f84ee2809f728294e5b92c,20170830,,118,,2017,08,30
3488368c95a74463918eff304275d3ca,20160918,,118,,2016,09,18
87576d8c2371491f9d6127f2235bfdfe,20180407,,118,,2018,04,07
cfc4bbee38734ac2a99ecc012ae12f0d,20150823,,118,,2015,08,23
dcc4cddbb55f4241a7bc73205e290262,20170924,,118,,2017,09,24
2c51298e7b644623a3760b4bb5a92bde,20180108,,118,,2018,01,08
ed851c7728e34d21854a3ece16c3417a,20170920,,118,,2017,09,20
ebae5093b436466c9fbd097cb7434023,20171203,,118,,2017,12,03
6c8127555baa4332a22044807c26aa04,20180720,,118,,2018,07,20
d531d1b3ea68440889634a0239c20878,20180715,,118,,2018,07,15
2d3b0e95fc3c4b31b07be43ddf7597cf,20160713,,118,,2016,07,13
2347c2ad74fb40b1a9652cd9d1ca04ba,20160627,,118,,2016,06,27
5e8b47c6fcec4da0afbe79062da79e04,20140720,,118,,2014,07,20
405abb415d4b44379feec2185f49cee3,20130824,,118,,2013,08,24
5dca7efd64aa40e9aa8f8d1b3d9bd6a1,20170523,,118,,2017,05,23
a8d49189b41b45e3a54954e01d911110,20161126,,118,,2016,11,26
15034cd1fcd9449d8661d510bf4bbdf7,20150626,,118,,2015,06,26
95da17c7b7f04e3e997427fb451830eb,20170925,,118,,2017,09,25
cd15d81298054b478592e89a093bba18,20150926,,118,,2015,09,26
2da84ad1e6894d9197b376a9dafed1db,20161022,,118,,2016,10,22
baabcdb7520b401c89f2a26799a4e3fb,20180701,,118,,2018,07,01
256febc6ae7440a1861d688f876d7830,20161208,,118,,2016,12,08
