customer_id,event,time,amount,offer_id,reward_noinc,member_Year,member_Month,member_Date,offer_type,difficulty,reward_off,duration,channels
8ec6ce2a7e7949b1bf142def7d0e0586,offer received,504,,fafdcd668e3743c1bb461111dcafc2a4,,2017,September,25,discount,10.0,2.0,10.0,W|E|M|S
8ec6ce2a7e7949b1bf142def7d0e0586,offer viewed,522,,fafdcd668e3743c1bb461111dcafc2a4,,2017,September,25,discount,10.0,2.0,10.0,W|E|M|S
68617ca6246f4fbc85e91a2a49552598,offer received,0,,4d5c57ea9a6940dd891ad53e9dbe8da0,,2017,October,2,bogo,10.0,10.0,5.0,W|E|M|S
68617ca6246f4fbc85e91a2a49552598,offer viewed,84,,4d5c57ea9a6940dd891ad53e9dbe8da0,,2017,October,2,bogo,10.0,10.0,5.0,W|E|M|S
68617ca6246f4fbc85e91a2a49552598,offer received,168,,ae264e3637204a6fb9bb56bc8210ddfd,,2017,October,2,bogo,10.0,10.0,7.0,E|M|S
68617ca6246f4fbc85e91a2a49552598,offer received,336,,2298d6c36e964ae4a3e7e9706d1fb8c2,,2017,October,2,discount,7.0,3.0,7.0,W|E|M|S
68617ca6246f4fbc85e91a2a49552598,offer viewed,348,,2298d6c36e964ae4a3e7e9706d1fb8c2,,2017,October,2,discount,7.0,3.0,7.0,W|E|M|S
68617ca6246f4fbc85e91a2a49552598,transaction,354,0.19,,,2017,October,2,,,,,
68617ca6246f4fbc85e91a2a49552598,offer received,408,,2906b810c7d4411798c6938adc9daaa5,,2017,October,2,discount,10.0,2.0,7.0,W|E|M
68617ca6246f4fbc85e91a2a49552598,offer viewed,432,,2906b810c7d4411798c6938adc9daaa5,,2017,October,2,discount,10.0,2.0,7.0,W|E|M
68617ca6246f4fbc85e91a2a49552598,offer received,504,,9b98b8c7a33c4b65b9aebfe6a799e6d9,,2017,October,2,bogo,5.0,5.0,7.0,W|E|M
68617ca6246f4fbc85e91a2a49552598,offer viewed,648,,9b98b8c7a33c4b65b9aebfe6a799e6d9,,2017,October,2,bogo,5.0,5.0,7.0,W|E|M
68617ca6246f4fbc85e91a2a49552598,transaction,654,0.05,,,2017,October,2,,,,,
c4863c7985cf408faee930f111475da3,offer received,0,,2298d6c36e964ae4a3e7e9706d1fb8c2,,2017,August,24,discount,7.0,3.0,7.0,W|E|M|S
c4863c7985cf408faee930f111475da3,offer viewed,24,,2298d6c36e964ae4a3e7e9706d1fb8c2,,2017,August,24,discount,7.0,3.0,7.0,W|E|M|S
c4863c7985cf408faee930f111475da3,transaction,66,0.89,,,2017,August,24,,,,,
c4863c7985cf408faee930f111475da3,offer received,336,,2298d6c36e964ae4a3e7e9706d1fb8c2,,2017,August,24,discount,7.0,3.0,7.0,W|E|M|S
c4863c7985cf408faee930f111475da3,offer viewed,348,,2298d6c36e964ae4a3e7e9706d1fb8c2,,2017,August,24,discount,7.0,3.0,7.0,W|E|M|S
c4863c7985cf408faee930f111475da3,transaction,354,3.46,,,2017,August,24,,,,,
c4863c7985cf408faee930f111475da3,transaction,390,0.58,,,2017,August,24,,,,,
c4863c7985cf408faee930f111475da3,transaction,402,1.28,,,2017,August,24,,,,,
c4863c7985cf408faee930f111475da3,transaction,474,0.19,,,2017,August,24,,,,,
c4863c7985cf408faee930f111475da3,transaction,570,0.13,,,2017,August,24,,,,,
c4863c7985cf408faee930f111475da3,offer received,576,,ae264e3637204a6fb9bb56bc8210ddfd,,2017,August,24,bogo,10.0,10.0,7.0,E|M|S
c4863c7985cf408faee930f111475da3,transaction,594,0.21,,,2017,August,24,,,,,
c4863c7985cf408faee930f111475da3,transaction,642,5.06,,,2017,August,24,,,,,
c4863c7985cf408faee930f111475da3,offer viewed,684,,ae264e3637204a6fb9bb56bc8210ddfd,,2017,August,24,bogo,10.0,10.0,7.0,E|M|S
c4863c7985cf408faee930f111475da3,transaction,684,54.61,,,2017,August,24,,,,,
c4863c7985cf408faee930f111475da3,offer completed,684,,ae264e3637204a6fb9bb56bc8210ddfd,10.0,2017,August,24,bogo,10.0,10.0,7.0,E|M|S
744d603ef08c4f33af5a61c8c7628d1c,offer received,0,,0b1e1539f2cc45b7b9fa7c272da2e1d7,,2017,August,1,discount,20.0,5.0,10.0,W|E
744d603ef08c4f33af5a61c8c7628d1c,offer viewed,48,,0b1e1539f2cc45b7b9fa7c272da2e1d7,,2017,August,1,discount,20.0,5.0,10.0,W|E
744d603ef08c4f33af5a61c8c7628d1c,transaction,54,0.12,,,2017,August,1,,,,,
744d603ef08c4f33af5a61c8c7628d1c,offer received,168,,2298d6c36e964ae4a3e7e9706d1fb8c2,,2017,August,1,discount,7.0,3.0,7.0,W|E|M|S
744d603ef08c4f33af5a61c8c7628d1c,transaction,300,1.59,,,2017,August,1,,,,,
744d603ef08c4f33af5a61c8c7628d1c,offer viewed,324,,2298d6c36e964ae4a3e7e9706d1fb8c2,,2017,August,1,discount,7.0,3.0,7.0,W|E|M|S
744d603ef08c4f33af5a61c8c7628d1c,transaction,402,0.76,,,2017,August,1,,,,,
744d603ef08c4f33af5a61c8c7628d1c,offer received,408,,4d5c57ea9a6940dd891ad53e9dbe8da0,,2017,August,1,bogo,10.0,10.0,5.0,W|E|M|S
744d603ef08c4f33af5a61c8c7628d1c,offer viewed,432,,4d5c57ea9a6940dd891ad53e9dbe8da0,,2017,August,1,bogo,10.0,10.0,5.0,W|E|M|S
744d603ef08c4f33af5a61c8c7628d1c,offer received,504,,ae264e3637204a6fb9bb56bc8210ddfd,,2017,August,1,bogo,10.0,10.0,7.0,E|M|S
744d603ef08c4f33af5a61c8c7628d1c,offer viewed,510,,ae264e3637204a6fb9bb56bc8210ddfd,,2017,August,1,bogo,10.0,10.0,7.0,E|M|S
744d603ef08c4f33af5a61c8c7628d1c,transaction,570,0.55,,,2017,August,1,,,,,
744d603ef08c4f33af5a61c8c7628d1c,offer received,576,,5a8bc65990b245e5a138643cd4eb9837,,2017,August,1,informational,0.0,0.0,3.0,E|M|S
744d603ef08c4f33af5a61c8c7628d1c,offer viewed,576,,5a8bc65990b245e5a138643cd4eb9837,,2017,August,1,informational,0.0,0.0,3.0,E|M|S
744d603ef08c4f33af5a61c8c7628d1c,transaction,678,0.98,,,2017,August,1,,,,,
3d02345581554e81b7b289ab5e288078,offer received,0,,0b1e1539f2cc45b7b9fa7c272da2e1d7,,2017,January,27,discount,20.0,5.0,10.0,W|E
3d02345581554e81b7b289ab5e288078,offer viewed,24,,0b1e1539f2cc45b7b9fa7c272da2e1d7,,2017,January,27,discount,20.0,5.0,10.0,W|E
3d02345581554e81b7b289ab5e288078,transaction,54,0.31,,,2017,January,27,,,,,
3d02345581554e81b7b289ab5e288078,transaction,96,0.56,,,2017,January,27,,,,,
3d02345581554e81b7b289ab5e288078,transaction,156,1.44,,,2017,January,27,,,,,
3d02345581554e81b7b289ab5e288078,transaction,186,1.07,,,2017,January,27,,,,,
3d02345581554e81b7b289ab5e288078,offer received,336,,f19421c1d4aa40978ebb69ca19b0e20d,,2017,January,27,bogo,5.0,5.0,5.0,W|E|M|S
3d02345581554e81b7b289ab5e288078,offer viewed,336,,f19421c1d4aa40978ebb69ca19b0e20d,,2017,January,27,bogo,5.0,5.0,5.0,W|E|M|S
3d02345581554e81b7b289ab5e288078,transaction,342,0.21,,,2017,January,27,,,,,
3d02345581554e81b7b289ab5e288078,transaction,378,2.69,,,2017,January,27,,,,,
3d02345581554e81b7b289ab5e288078,transaction,402,1.72,,,2017,January,27,,,,,
3d02345581554e81b7b289ab5e288078,transaction,450,0.36,,,2017,January,27,,,,,
3d02345581554e81b7b289ab5e288078,transaction,456,2.5700000000000003,,,2017,January,27,,,,,
3d02345581554e81b7b289ab5e288078,transaction,546,3.64,,,2017,January,27,,,,,
3d02345581554e81b7b289ab5e288078,offer received,576,,2906b810c7d4411798c6938adc9daaa5,,2017,January,27,discount,10.0,2.0,7.0,W|E|M
3d02345581554e81b7b289ab5e288078,offer viewed,600,,2906b810c7d4411798c6938adc9daaa5,,2017,January,27,discount,10.0,2.0,7.0,W|E|M
3d02345581554e81b7b289ab5e288078,transaction,642,0.21,,,2017,January,27,,,,,
3d02345581554e81b7b289ab5e288078,transaction,672,2.25,,,2017,January,27,,,,,
65aba5c617294649aeb624da249e1ee5,offer received,0,,2906b810c7d4411798c6938adc9daaa5,,2017,March,30,discount,10.0,2.0,7.0,W|E|M
65aba5c617294649aeb624da249e1ee5,transaction,66,0.74,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,transaction,144,2.73,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,offer received,168,,9b98b8c7a33c4b65b9aebfe6a799e6d9,,2017,March,30,bogo,5.0,5.0,7.0,W|E|M
65aba5c617294649aeb624da249e1ee5,offer viewed,174,,9b98b8c7a33c4b65b9aebfe6a799e6d9,,2017,March,30,bogo,5.0,5.0,7.0,W|E|M
65aba5c617294649aeb624da249e1ee5,transaction,180,2.68,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,transaction,186,2.46,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,transaction,228,1.15,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,transaction,294,4.95,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,offer received,336,,ae264e3637204a6fb9bb56bc8210ddfd,,2017,March,30,bogo,10.0,10.0,7.0,E|M|S
65aba5c617294649aeb624da249e1ee5,offer viewed,348,,ae264e3637204a6fb9bb56bc8210ddfd,,2017,March,30,bogo,10.0,10.0,7.0,E|M|S
65aba5c617294649aeb624da249e1ee5,transaction,354,2.77,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,transaction,372,0.18,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,transaction,378,0.51,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,transaction,390,2.13,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,offer received,408,,fafdcd668e3743c1bb461111dcafc2a4,,2017,March,30,discount,10.0,2.0,10.0,W|E|M|S
65aba5c617294649aeb624da249e1ee5,offer viewed,414,,fafdcd668e3743c1bb461111dcafc2a4,,2017,March,30,discount,10.0,2.0,10.0,W|E|M|S
65aba5c617294649aeb624da249e1ee5,transaction,444,4.52,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,transaction,474,0.15,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,transaction,480,3.44,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,transaction,498,2.63,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,offer completed,498,,fafdcd668e3743c1bb461111dcafc2a4,2.0,2017,March,30,discount,10.0,2.0,10.0,W|E|M|S
65aba5c617294649aeb624da249e1ee5,offer received,576,,0b1e1539f2cc45b7b9fa7c272da2e1d7,,2017,March,30,discount,20.0,5.0,10.0,W|E
65aba5c617294649aeb624da249e1ee5,offer viewed,600,,0b1e1539f2cc45b7b9fa7c272da2e1d7,,2017,March,30,discount,20.0,5.0,10.0,W|E
65aba5c617294649aeb624da249e1ee5,transaction,606,0.41,,,2017,March,30,,,,,
65aba5c617294649aeb624da249e1ee5,transaction,678,0.46,,,2017,March,30,,,,,
4beeb3ed64dd4898b0edf2f6b67426d3,offer received,0,,2906b810c7d4411798c6938adc9daaa5,,2016,July,7,discount,10.0,2.0,7.0,W|E|M
4beeb3ed64dd4898b0edf2f6b67426d3,transaction,42,8.84,,,2016,July,7,,,,,
4beeb3ed64dd4898b0edf2f6b67426d3,transaction,120,2.2,,,2016,July,7,,,,,
4beeb3ed64dd4898b0edf2f6b67426d3,offer completed,120,,2906b810c7d4411798c6938adc9daaa5,2.0,2016,July,7,discount,10.0,2.0,7.0,W|E|M
4beeb3ed64dd4898b0edf2f6b67426d3,transaction,216,4.06,,,2016,July,7,,,,,
4beeb3ed64dd4898b0edf2f6b67426d3,offer received,336,,5a8bc65990b245e5a138643cd4eb9837,,2016,July,7,informational,0.0,0.0,3.0,E|M|S
4beeb3ed64dd4898b0edf2f6b67426d3,offer viewed,336,,5a8bc65990b245e5a138643cd4eb9837,,2016,July,7,informational,0.0,0.0,3.0,E|M|S
4beeb3ed64dd4898b0edf2f6b67426d3,transaction,342,1.22,,,2016,July,7,,,,,
4beeb3ed64dd4898b0edf2f6b67426d3,offer received,504,,f19421c1d4aa40978ebb69ca19b0e20d,,2016,July,7,bogo,5.0,5.0,5.0,W|E|M|S
4beeb3ed64dd4898b0edf2f6b67426d3,offer viewed,504,,f19421c1d4aa40978ebb69ca19b0e20d,,2016,July,7,bogo,5.0,5.0,5.0,W|E|M|S
4beeb3ed64dd4898b0edf2f6b67426d3,transaction,570,0.22,,,2016,July,7,,,,,
4beeb3ed64dd4898b0edf2f6b67426d3,offer received,576,,ae264e3637204a6fb9bb56bc8210ddfd,,2016,July,7,bogo,10.0,10.0,7.0,E|M|S
4beeb3ed64dd4898b0edf2f6b67426d3,transaction,594,5.28,,,2016,July,7,,,,,
4beeb3ed64dd4898b0edf2f6b67426d3,offer completed,594,,f19421c1d4aa40978ebb69ca19b0e20d,5.0,2016,July,7,bogo,5.0,5.0,5.0,W|E|M|S
25c906289d154b66bf579693f89481c9,offer received,0,,2906b810c7d4411798c6938adc9daaa5,,2018,January,13,discount,10.0,2.0,7.0,W|E|M
25c906289d154b66bf579693f89481c9,offer received,168,,5a8bc65990b245e5a138643cd4eb9837,,2018,January,13,informational,0.0,0.0,3.0,E|M|S
25c906289d154b66bf579693f89481c9,offer viewed,198,,5a8bc65990b245e5a138643cd4eb9837,,2018,January,13,informational,0.0,0.0,3.0,E|M|S
25c906289d154b66bf579693f89481c9,transaction,318,1.59,,,2018,January,13,,,,,
25c906289d154b66bf579693f89481c9,offer received,336,,f19421c1d4aa40978ebb69ca19b0e20d,,2018,January,13,bogo,5.0,5.0,5.0,W|E|M|S
25c906289d154b66bf579693f89481c9,transaction,342,1.95,,,2018,January,13,,,,,
25c906289d154b66bf579693f89481c9,offer viewed,378,,f19421c1d4aa40978ebb69ca19b0e20d,,2018,January,13,bogo,5.0,5.0,5.0,W|E|M|S
25c906289d154b66bf579693f89481c9,offer received,408,,fafdcd668e3743c1bb461111dcafc2a4,,2018,January,13,discount,10.0,2.0,10.0,W|E|M|S
25c906289d154b66bf579693f89481c9,transaction,426,8.06,,,2018,January,13,,,,,
25c906289d154b66bf579693f89481c9,offer completed,426,,f19421c1d4aa40978ebb69ca19b0e20d,5.0,2018,January,13,bogo,5.0,5.0,5.0,W|E|M|S
25c906289d154b66bf579693f89481c9,offer viewed,438,,fafdcd668e3743c1bb461111dcafc2a4,,2018,January,13,discount,10.0,2.0,10.0,W|E|M|S
25c906289d154b66bf579693f89481c9,offer received,504,,4d5c57ea9a6940dd891ad53e9dbe8da0,,2018,January,13,bogo,10.0,10.0,5.0,W|E|M|S
25c906289d154b66bf579693f89481c9,offer viewed,540,,4d5c57ea9a6940dd891ad53e9dbe8da0,,2018,January,13,bogo,10.0,10.0,5.0,W|E|M|S
25c906289d154b66bf579693f89481c9,transaction,552,0.4,,,2018,January,13,,,,,
25c906289d154b66bf579693f89481c9,offer received,576,,2298d6c36e964ae4a3e7e9706d1fb8c2,,2018,January,13,discount,7.0,3.0,7.0,W|E|M|S
25c906289d154b66bf579693f89481c9,offer viewed,576,,2298d6c36e964ae4a3e7e9706d1fb8c2,,2018,January,13,discount,7.0,3.0,7.0,W|E|M|S
8be4463721e14d7fa600686bf8c8b2ed,offer received,0,,fafdcd668e3743c1bb461111dcafc2a4,,2017,May,11,discount,10.0,2.0,10.0,W|E|M|S
8be4463721e14d7fa600686bf8c8b2ed,offer viewed,24,,fafdcd668e3743c1bb461111dcafc2a4,,2017,May,11,discount,10.0,2.0,10.0,W|E|M|S
8be4463721e14d7fa600686bf8c8b2ed,transaction,36,1.6,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,transaction,96,8.53,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,offer completed,96,,fafdcd668e3743c1bb461111dcafc2a4,2.0,2017,May,11,discount,10.0,2.0,10.0,W|E|M|S
8be4463721e14d7fa600686bf8c8b2ed,transaction,108,2.47,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,offer received,168,,0b1e1539f2cc45b7b9fa7c272da2e1d7,,2017,May,11,discount,20.0,5.0,10.0,W|E
8be4463721e14d7fa600686bf8c8b2ed,transaction,174,4.04,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,transaction,210,2.17,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,transaction,234,2.74,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,offer viewed,240,,0b1e1539f2cc45b7b9fa7c272da2e1d7,,2017,May,11,discount,20.0,5.0,10.0,W|E
8be4463721e14d7fa600686bf8c8b2ed,transaction,306,0.94,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,transaction,312,3.02,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,transaction,330,0.05,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,offer received,336,,f19421c1d4aa40978ebb69ca19b0e20d,,2017,May,11,bogo,5.0,5.0,5.0,W|E|M|S
8be4463721e14d7fa600686bf8c8b2ed,transaction,348,0.05,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,transaction,360,1.51,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,offer viewed,372,,f19421c1d4aa40978ebb69ca19b0e20d,,2017,May,11,bogo,5.0,5.0,5.0,W|E|M|S
8be4463721e14d7fa600686bf8c8b2ed,transaction,372,2.27,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,offer received,408,,0b1e1539f2cc45b7b9fa7c272da2e1d7,,2017,May,11,discount,20.0,5.0,10.0,W|E
8be4463721e14d7fa600686bf8c8b2ed,transaction,438,3.82,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,offer received,504,,0b1e1539f2cc45b7b9fa7c272da2e1d7,,2017,May,11,discount,20.0,5.0,10.0,W|E
8be4463721e14d7fa600686bf8c8b2ed,transaction,576,1.51,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,transaction,666,14.95,,,2017,May,11,,,,,
8be4463721e14d7fa600686bf8c8b2ed,offer viewed,690,,0b1e1539f2cc45b7b9fa7c272da2e1d7,,2017,May,11,discount,20.0,5.0,10.0,W|E
8be4463721e14d7fa600686bf8c8b2ed,transaction,696,2.04,,,2017,May,11,,,,,
020d3a52b9ce432ea5f98fc58e9bfcc4,offer received,0,,2906b810c7d4411798c6938adc9daaa5,,2017,October,13,discount,10.0,2.0,7.0,W|E|M
020d3a52b9ce432ea5f98fc58e9bfcc4,offer viewed,12,,2906b810c7d4411798c6938adc9daaa5,,2017,October,13,discount,10.0,2.0,7.0,W|E|M
020d3a52b9ce432ea5f98fc58e9bfcc4,transaction,138,5.15,,,2017,October,13,,,,,
020d3a52b9ce432ea5f98fc58e9bfcc4,offer received,168,,3f207df678b143eea3cee63160fa8bed,,2017,October,13,informational,0.0,0.0,4.0,W|E|M
020d3a52b9ce432ea5f98fc58e9bfcc4,offer viewed,174,,3f207df678b143eea3cee63160fa8bed,,2017,October,13,informational,0.0,0.0,4.0,W|E|M
020d3a52b9ce432ea5f98fc58e9bfcc4,transaction,246,3.47,,,2017,October,13,,,,,
020d3a52b9ce432ea5f98fc58e9bfcc4,transaction,360,0.9,,,2017,October,13,,,,,
020d3a52b9ce432ea5f98fc58e9bfcc4,offer received,408,,2298d6c36e964ae4a3e7e9706d1fb8c2,,2017,October,13,discount,7.0,3.0,7.0,W|E|M|S
020d3a52b9ce432ea5f98fc58e9bfcc4,offer viewed,408,,2298d6c36e964ae4a3e7e9706d1fb8c2,,2017,October,13,discount,7.0,3.0,7.0,W|E|M|S
020d3a52b9ce432ea5f98fc58e9bfcc4,transaction,456,3.7,,,2017,October,13,,,,,
020d3a52b9ce432ea5f98fc58e9bfcc4,transaction,552,0.38,,,2017,October,13,,,,,
020d3a52b9ce432ea5f98fc58e9bfcc4,transaction,624,3.33,,,2017,October,13,,,,,
53bac762af27471eb294ff89ca1bae2c,offer received,0,,fafdcd668e3743c1bb461111dcafc2a4,,2016,August,6,discount,10.0,2.0,10.0,W|E|M|S
53bac762af27471eb294ff89ca1bae2c,offer viewed,0,,fafdcd668e3743c1bb461111dcafc2a4,,2016,August,6,discount,10.0,2.0,10.0,W|E|M|S
53bac762af27471eb294ff89ca1bae2c,transaction,84,6.73,,,2016,August,6,,,,,
53bac762af27471eb294ff89ca1bae2c,transaction,96,0.78,,,2016,August,6,,,,,
53bac762af27471eb294ff89ca1bae2c,offer received,168,,ae264e3637204a6fb9bb56bc8210ddfd,,2016,August,6,bogo,10.0,10.0,7.0,E|M|S
53bac762af27471eb294ff89ca1bae2c,offer viewed,168,,ae264e3637204a6fb9bb56bc8210ddfd,,2016,August,6,bogo,10.0,10.0,7.0,E|M|S
53bac762af27471eb294ff89ca1bae2c,transaction,216,4.72,,,2016,August,6,,,,,
53bac762af27471eb294ff89ca1bae2c,offer completed,216,,fafdcd668e3743c1bb461111dcafc2a4,2.0,2016,August,6,discount,10.0,2.0,10.0,W|E|M|S
53bac762af27471eb294ff89ca1bae2c,offer received,336,,5a8bc65990b245e5a138643cd4eb9837,,2016,August,6,informational,0.0,0.0,3.0,E|M|S
53bac762af27471eb294ff89ca1bae2c,offer viewed,342,,5a8bc65990b245e5a138643cd4eb9837,,2016,August,6,informational,0.0,0.0,3.0,E|M|S
53bac762af27471eb294ff89ca1bae2c,transaction,342,3.51,,,2016,August,6,,,,,
53bac762af27471eb294ff89ca1bae2c,transaction,468,0.34,,,2016,August,6,,,,,
53bac762af27471eb294ff89ca1bae2c,offer received,504,,3f207df678b143eea3cee63160fa8bed,,2016,August,6,informational,0.0,0.0,4.0,W|E|M
53bac762af27471eb294ff89ca1bae2c,offer viewed,510,,3f207df678b143eea3cee63160fa8bed,,2016,August,6,informational,0.0,0.0,4.0,W|E|M
53bac762af27471eb294ff89ca1bae2c,transaction,534,0.05,,,2016,August,6,,,,,
53bac762af27471eb294ff89ca1bae2c,offer received,576,,3f207df678b143eea3cee63160fa8bed,,2016,August,6,informational,0.0,0.0,4.0,W|E|M
53bac762af27471eb294ff89ca1bae2c,offer viewed,588,,3f207df678b143eea3cee63160fa8bed,,2016,August,6,informational,0.0,0.0,4.0,W|E|M
53bac762af27471eb294ff89ca1bae2c,transaction,642,0.33,,,2016,August,6,,,,,
488773cae11f4b71875bfccd4e3e99f2,offer received,0,,2906b810c7d4411798c6938adc9daaa5,,2017,February,23,discount,10.0,2.0,7.0,W|E|M
488773cae11f4b71875bfccd4e3e99f2,transaction,30,1.69,,,2017,February,23,,,,,
488773cae11f4b71875bfccd4e3e99f2,offer received,168,,3f207df678b143eea3cee63160fa8bed,,2017,February,23,informational,0.0,0.0,4.0,W|E|M
488773cae11f4b71875bfccd4e3e99f2,transaction,168,0.42,,,2017,February,23,,,,,
488773cae11f4b71875bfccd4e3e99f2,transaction,252,1.99,,,2017,February,23,,,,,
488773cae11f4b71875bfccd4e3e99f2,transaction,288,1.55,,,2017,February,23,,,,,
488773cae11f4b71875bfccd4e3e99f2,offer viewed,318,,3f207df678b143eea3cee63160fa8bed,,2017,February,23,informational,0.0,0.0,4.0,W|E|M
488773cae11f4b71875bfccd4e3e99f2,transaction,318,1.6,,,2017,February,23,,,,,
488773cae11f4b71875bfccd4e3e99f2,transaction,330,0.8,,,2017,February,23,,,,,
488773cae11f4b71875bfccd4e3e99f2,offer received,336,,5a8bc65990b245e5a138643cd4eb9837,,2017,February,23,informational,0.0,0.0,3.0,E|M|S
488773cae11f4b71875bfccd4e3e99f2,transaction,366,1.6800000000000002,,,2017,February,23,,,,,
488773cae11f4b71875bfccd4e3e99f2,offer received,408,,4d5c57ea9a6940dd891ad53e9dbe8da0,,2017,February,23,bogo,10.0,10.0,5.0,W|E|M|S
488773cae11f4b71875bfccd4e3e99f2,offer received,504,,2298d6c36e964ae4a3e7e9706d1fb8c2,,2017,February,23,discount,7.0,3.0,7.0,W|E|M|S
488773cae11f4b71875bfccd4e3e99f2,transaction,558,1.66,,,2017,February,23,,,,,
488773cae11f4b71875bfccd4e3e99f2,transaction,564,3.69,,,2017,February,23,,,,,
488773cae11f4b71875bfccd4e3e99f2,offer viewed,600,,2298d6c36e964ae4a3e7e9706d1fb8c2,,2017,February,23,discount,7.0,3.0,7.0,W|E|M|S
488773cae11f4b71875bfccd4e3e99f2,transaction,690,6.32,,,2017,February,23,,,,,
